"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Nov 03 11:09:50 IST 2023","Fri Nov 03 11:13:33 IST 2023","223507","chromium","Sample.spec.js","","","","Logging to the ebay applicaton",""
